X;et_x;direct;flip;id_r;g_indicator;indicator;metric;obs_land;country;ref;DOI;des_bio;g_desbio;grupo;orden;fam.spe;habitat;funct;et_y;dif;source;manag;site_land;coo1;coo2;r_paper;n;p;coef;phen;obs_gen;n_cal;correlacion.x;correlacion.y;num_filas;r_total;r_absoluta;n_total;xy_cero;Zr;VarZr;r_dir;Zr_dir;Var_dir;tax
377;1000edd;+;no;4_3;configuration;connectivity;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.339204352;0.332280393;60;0.339204352;0.339204352;60;NA;0.353193157;0.01754386;0.339204352;0.353193157;0.01754386;invertebrate
378;1000Fallow;+;no;4_4;composition;transition area;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;0.556622944;0.563351831;60;0.556622944;0.556622944;60;NA;0.627926712;0.01754386;0.556622944;0.627926712;0.01754386;invertebrate
379;1000HN;+;no;4_9;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;-0.318599492;-0.21062857;60;-0.318599492;0.318599492;60;NA;-0.330087605;0.01754386;-0.318599492;-0.330087605;0.01754386;invertebrate
380;1000Rice;-;si;4_10;composition;crop-areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.587909595;-0.634566742;60;-0.587909595;0.587909595;60;NA;-0.674465478;0.01754386;0.587909595;0.674465478;0.01754386;invertebrate
381;1000Road;+;no;4_14;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.098615367;0.163878076;60;0.098615367;0.098615367;60;NA;0.098936923;0.01754386;0.098615367;0.098936923;0.01754386;invertebrate
382;1000SHDI;+;no;4_16;heterogeinity;LU-crop evenness;index;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.270803064;-0.236601067;60;-0.270803064;0.270803064;60;NA;-0.277730236;0.01754386;-0.270803064;-0.277730236;0.01754386;invertebrate
383;1000Urban;-;si;4_19;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.444009552;-0.560503235;60;-0.444009552;0.444009552;60;NA;-0.47721391;0.01754386;0.444009552;0.47721391;0.01754386;invertebrate
384;1000Water;+;no;4_24;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;0.680667845;0.715577549;60;0.680667845;0.680667845;60;NA;0.83035736;0.01754386;0.680667845;0.83035736;0.01754386;invertebrate
385;200edd;+;no;4_27;configuration;connectivity;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.244078207;0.345933928;60;0.244078207;0.244078207;60;NA;0.249106108;0.01754386;0.244078207;0.249106108;0.01754386;invertebrate
386;200Fallow;+;no;4_29;composition;transition area;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;0.236349747;0.276398656;60;0.236349747;0.236349747;60;NA;0.240904332;0.01754386;0.236349747;0.240904332;0.01754386;invertebrate
387;200HN;+;no;4_32;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.489034852;0.540730625;60;0.489034852;0.489034852;60;NA;0.534791027;0.01754386;0.489034852;0.534791027;0.01754386;invertebrate
388;200Rice;-;si;4_35;composition;crop-areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.440469777;-0.425111123;60;-0.440469777;0.440469777;60;NA;-0.472813515;0.01754386;0.440469777;0.472813515;0.01754386;invertebrate
389;200Road;+;no;4_39;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;-0.234075452;-0.299772881;60;-0.234075452;0.234075452;60;NA;-0.238496842;0.01754386;-0.234075452;-0.238496842;0.01754386;invertebrate
390;200SHDI;+;no;4_42;heterogeinity;LU-crop evenness;index;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.208473169;0.227016086;60;0.208473169;0.208473169;60;NA;0.21157461;0.01754386;0.208473169;0.21157461;0.01754386;invertebrate
391;200Urban;-;si;4_45;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;0.313621316;0.115619501;60;0.313621316;0.313621316;60;NA;0.324556736;0.01754386;-0.313621316;-0.324556736;0.01754386;invertebrate
392;200Water;+;no;4_48;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.331786261;0.412103244;60;0.331786261;0.331786261;60;si;0.344834141;0.01754386;0.331786261;0.344834141;0.01754386;invertebrate
393;500edd;+;no;4_49;configuration;connectivity;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.258637503;0.322675285;60;0.258637503;0.258637503;60;NA;0.264647681;0.01754386;0.258637503;0.264647681;0.01754386;invertebrate
394;500Fallow;+;no;4_54;composition;transition area;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.553277205;0.427121897;60;0.553277205;0.553277205;60;NA;0.623092023;0.01754386;0.553277205;0.623092023;0.01754386;invertebrate
395;500HN;+;no;4_55;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;-0.00721192;0.086965973;60;-0.00721192;0.00721192;60;NA;-0.007212045;0.01754386;-0.00721192;-0.007212045;0.01754386;invertebrate
396;500Rice;-;si;4_58;composition;crop-areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;-0.597381325;-0.688522509;60;-0.597381325;0.597381325;60;NA;-0.689065499;0.01754386;0.597381325;0.689065499;0.01754386;invertebrate
397;500Road;+;no;4_63;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.119626463;-0.050939606;60;-0.119626463;0.119626463;60;NA;-0.120202051;0.01754386;-0.119626463;-0.120202051;0.01754386;invertebrate
398;500SHDI;+;no;4_66;heterogeinity;LU-crop evenness;index;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;-0.042926988;-0.083862347;60;-0.042926988;0.042926988;60;NA;-0.042953385;0.01754386;-0.042926988;-0.042953385;0.01754386;invertebrate
399;500Urban;-;si;4_67;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.201162825;-0.131370564;60;-0.201162825;0.201162825;60;NA;-0.203944124;0.01754386;0.201162825;0.203944124;0.01754386;invertebrate
400;500Water;+;no;4_72;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;0.396892547;0.455295698;60;0.396892547;0.396892547;60;NA;0.419955031;0.01754386;0.396892547;0.419955031;0.01754386;invertebrate
401;700edd;+;no;4_74;configuration;connectivity;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.341634263;0.419172129;60;0.341634263;0.341634263;60;NA;0.35594157;0.01754386;0.341634263;0.35594157;0.01754386;invertebrate
402;700Fallow;+;no;4_78;composition;transition area;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.533649549;0.464991473;60;0.533649549;0.533649549;60;NA;0.595234054;0.01754386;0.533649549;0.595234054;0.01754386;invertebrate
403;700HN;+;no;4_79;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;-0.137551802;0.175775155;60;-0.137551802;0.137551802;60;NA;-0.138429302;0.01754386;-0.137551802;-0.138429302;0.01754386;invertebrate
404;700Rice;-;si;4_84;composition;crop-areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;-0.564368049;-0.637918032;60;-0.564368049;0.564368049;60;NA;-0.639219741;0.01754386;0.564368049;0.639219741;0.01754386;invertebrate
405;700Road;+;no;4_85;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.06138966;0.108916922;60;0.06138966;0.06138966;60;NA;0.061466954;0.01754386;0.06138966;0.061466954;0.01754386;invertebrate
406;700SHDI;+;no;4_88;heterogeinity;LU-crop evenness;index;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.127083514;-0.081126036;60;-0.127083514;0.127083514;60;NA;-0.127774363;0.01754386;-0.127083514;-0.127774363;0.01754386;invertebrate
407;700Urban;-;si;4_91;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;-0.326603418;-0.433154219;60;-0.326603418;0.326603418;60;NA;-0.339021351;0.01754386;0.326603418;0.339021351;0.01754386;invertebrate
408;700Water;+;no;4_96;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;NA;NA;NA;predator;NE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.503098353;0.56640549;60;0.503098353;0.503098353;60;NA;0.553445856;0.01754386;0.503098353;0.553445856;0.01754386;invertebrate
409;COH_100;+;no;12_2;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.14472509;-0.136737555;187;0.14472509;0.14472509;187;NA;0.145748421;0.005434783;0.14472509;0.145748421;0.005434783;invertebrate
410;COH_200;+;no;12_6;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.243578954;0.115184015;187;0.243578954;0.243578954;187;NA;0.248575297;0.005434783;0.243578954;0.248575297;0.005434783;invertebrate
411;COH_300;+;no;12_11;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.244414029;0.0563544;187;0.244414029;0.244414029;187;NA;0.249463235;0.005434783;0.244414029;0.249463235;0.005434783;invertebrate
412;FRAC_100;+;no;12_15;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.136795728;-0.124031731;187;-0.136795728;0.136795728;187;NA;-0.137658728;0.005434783;-0.136795728;-0.137658728;0.005434783;invertebrate
413;FRAC_200;+;no;12_18;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.221365023;0.077504965;187;-0.221365023;0.221365023;187;NA;-0.225091013;0.005434783;-0.221365023;-0.225091013;0.005434783;invertebrate
414;FRAC_300;+;no;12_22;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.052375669;0.182869543;187;-0.052375669;0.052375669;187;NA;-0.05242364;0.005434783;-0.052375669;-0.05242364;0.005434783;invertebrate
415;NP_100;+;no;12_25;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.03919134;-0.072294778;187;0.03919134;0.03919134;187;si;0.039211424;0.005434783;0.03919134;0.039211424;0.005434783;invertebrate
416;NP_200;+;no;12_29;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.047280984;-0.094212413;187;0.047280984;0.047280984;187;NA;0.047316263;0.005434783;0.047280984;0.047316263;0.005434783;invertebrate
417;NP_300;+;no;12_35;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.025117365;-0.088698097;187;-0.025117365;0.025117365;187;NA;-0.025122649;0.005434783;-0.025117365;-0.025122649;0.005434783;invertebrate
418;SHDI_100;+;no;12_39;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.187894155;0.118738027;187;-0.187894155;0.187894155;187;si;-0.190153359;0.005434783;-0.187894155;-0.190153359;0.005434783;invertebrate
419;SHDI_200;+;no;12_42;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.166115179;0.149186564;187;-0.166115179;0.166115179;187;NA;-0.167668927;0.005434783;-0.166115179;-0.167668927;0.005434783;invertebrate
420;SHDI_300;+;no;12_45;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;NA;NA;NA;decom;Detritivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.090482973;0.382607045;187;0.090482973;0.090482973;187;si;0.090731126;0.005434783;0.090482973;0.090731126;0.005434783;invertebrate
421;COH_100;+;no;12_3;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.127614902;-0.215626186;187;-0.127614902;0.127614902;187;NA;-0.128314511;0.005434783;-0.127614902;-0.128314511;0.005434783;invertebrate
422;COH_200;+;no;12_8;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.293202387;-0.037602824;187;-0.293202387;0.293202387;187;NA;-0.302066264;0.005434783;-0.293202387;-0.302066264;0.005434783;invertebrate
423;COH_300;+;no;12_10;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.120592565;-0.028413221;187;-0.120592565;0.120592565;187;NA;-0.121182294;0.005434783;-0.120592565;-0.121182294;0.005434783;invertebrate
424;FRAC_100;+;no;12_13;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.06922651;0.073450098;187;-0.06922651;0.06922651;187;NA;-0.069337414;0.005434783;-0.06922651;-0.069337414;0.005434783;invertebrate
425;FRAC_200;+;no;12_20;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.021722708;0.076755042;187;0.021722708;0.021722708;187;NA;0.021726126;0.005434783;0.021722708;0.021726126;0.005434783;invertebrate
426;FRAC_300;+;no;12_21;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.073943684;-0.001125771;187;0.073943684;0.073943684;187;NA;0.074078894;0.005434783;0.073943684;0.074078894;0.005434783;invertebrate
427;NP_100;+;no;12_26;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.267570375;-0.26992862;187;-0.267570375;0.267570375;187;NA;-0.274244998;0.005434783;-0.267570375;-0.274244998;0.005434783;invertebrate
428;NP_200;+;no;12_30;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.333415652;-0.397146349;187;-0.333415652;0.333415652;187;NA;-0.346666202;0.005434783;-0.333415652;-0.346666202;0.005434783;invertebrate
429;NP_300;+;no;12_36;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.354314418;-0.348459902;187;-0.354314418;0.354314418;187;NA;-0.370368985;0.005434783;-0.354314418;-0.370368985;0.005434783;invertebrate
430;SHDI_100;+;no;12_38;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.007830016;0.041347691;187;0.007830016;0.007830016;187;NA;0.007830176;0.005434783;0.007830016;0.007830176;0.005434783;invertebrate
431;SHDI_200;+;no;12_44;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.089243906;-0.036149382;187;-0.089243906;0.089243906;187;NA;-0.089481972;0.005434783;-0.089243906;-0.089481972;0.005434783;invertebrate
432;SHDI_300;+;no;12_47;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hemiptera;NA;NA;herbivore;Herbivores;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.065228598;0.070316338;187;0.065228598;0.065228598;187;NA;0.065321346;0.005434783;0.065228598;0.065321346;0.005434783;invertebrate
433;COH_100;+;no;12_1;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.109669941;-0.068346149;187;0.109669941;0.109669941;187;si;0.110112826;0.005434783;0.109669941;0.110112826;0.005434783;invertebrate
434;COH_200;+;no;12_7;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.19372039;0.191757643;187;0.19372039;0.19372039;187;si;0.196199747;0.005434783;0.19372039;0.196199747;0.005434783;invertebrate
435;COH_300;+;no;12_9;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.173640594;0.180752597;187;0.173640594;0.173640594;187;si;0.17541801;0.005434783;0.173640594;0.17541801;0.005434783;invertebrate
436;FRAC_100;+;no;12_16;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.085453629;-0.019068042;187;-0.085453629;0.085453629;187;NA;-0.085662548;0.005434783;-0.085453629;-0.085662548;0.005434783;invertebrate
437;FRAC_200;+;no;12_19;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.03694805;-0.026798383;187;0.03694805;0.03694805;187;si;0.036964877;0.005434783;0.03694805;0.036964877;0.005434783;invertebrate
438;FRAC_300;+;no;12_23;configuration;connectivity;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.107015379;-0.004790095;187;0.107015379;0.107015379;187;si;0.107426733;0.005434783;0.107015379;0.107426733;0.005434783;invertebrate
439;NP_100;+;no;12_27;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.120860328;-0.130969555;187;-0.120860328;0.120860328;187;NA;-0.121454018;0.005434783;-0.120860328;-0.121454018;0.005434783;invertebrate
440;NP_200;+;no;12_31;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.17636822;-0.178968877;187;-0.17636822;0.17636822;187;si;-0.178231815;0.005434783;-0.17636822;-0.178231815;0.005434783;invertebrate
441;NP_300;+;no;12_33;configuration;aggregation;lineal;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;-0.254470784;-0.177898392;187;-0.254470784;0.254470784;187;si;-0.260187377;0.005434783;-0.254470784;-0.260187377;0.005434783;invertebrate
442;SHDI_100;+;no;12_37;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.090021592;0.089004092;187;0.090021592;0.090021592;187;si;0.090265956;0.005434783;0.090021592;0.090265956;0.005434783;invertebrate
443;SHDI_200;+;no;12_41;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;parasitoid;Parasitoids;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;187;0.132959334;0.134496668;187;0.132959334;0.132959334;187;si;0.133751244;0.005434783;0.132959334;0.133751244;0.005434783;invertebrate
